505	ACTIVE_PARALYZE_CURE	1	4	505	4294967295	255		255	255		255	65535	65	
506	ACTIVE_CURSE_DEBUFF	1	4	506	4294967295	255		255	255		255	65535	66	
507	ACTIVE_SUPER_SAIYAN	1	4	507	4294967295	255		255	255		255	65535	67	
508	ACTIVE_PURE_MAJIN	1	4	508	4294967295	255		255	255		255	65535	68	
509	ACTIVE_SUMMON	1	4	509	4294967295	255		255	255		255	65535	69	
510	ACTIVE_EP_UP	1	4	510	4294967295	255		255	255		255	65535	70	
511	ACTIVE_RP_UP	1	4	511	4294967295	255		255	255		255	65535	71	
512	ACTIVE_RESCUE	1	4	512	4294967295	255		255	255		255	65535	72	
513	ACTIVE_QUEST_TRIGGER	1	4	513	4294967295	255		255	255		255	65535	73	
514	ACTIVE_OBJECT_TRIGGER	1	4	514	4294967295	255		255	255		255	65535	74	
515	ACTIVE_GAMBLE_ITEM	1	4	515	4294967295	255		255	255		255	65535	75	
516	ACTIVE_KAIOKEN	1	4	516	4294967295	255		255	255		255	65535	76	
517	ACTIVE_VEHICLE	1	4	517	4294967295	255		255	255		255	65535	77	
518	ACTIVE_WARP	1	4	518	4294967295	255		255	255		255	65535	78	
519	ACTIVE_CLEAR_TARGET	1	4	519	4294967295	255		255	255		255	65535	79	
520	ACTIVE_RECIPE_UPDATE	1	4	520	4294967295	255		255	255		255	65535	80	
521	ACTIVE_CREATE_HOIPOI_MIX_MACHINE	1	4	521	4294967295	255		255	255		255	65535	81	
522	ACTIVE_CREATE_HOIPOI_HOUSE	1	4	522	4294967295	255		255	255		255	65535	82	
523	ACTIVE_MONSTER_TRANSFORM	1	4	523	4294967295	255		255	255		255	65535	83	
524	ACTIVE_GREAT_NAMEK	1	4	524	4294967295	255		255	255		255	65535	84	
525	ACTIVE_SCRIPT_SIGNAL_SPS	1	4	525	4294967295	255		255	255		255	65535	85	
526	ACTIVE_SCRIPT_SIGNAL_TQS	1	4	526	4294967295	255		255	255		255	65535	86	
527	ACTIVE_SCRIPT_SIGNAL_WPS	1	4	527	4294967295	255		255	255		255	65535	87	
528	ACTIVE_SCRIPT_SIGNAL_AIS	1	4	528	4294967295	255		255	255		255	65535	88	
529	ACTIVE_SCRIPT_EXECUTE_WPS_LOC	1	4	529	4294967295	255		255	255		255	65535	89	
530	ACTIVE_SHIFT_SEAL_STATE	1	4	530	4294967295	255		255	255		255	65535	90	
531	ACTIVE_TELEPORT_DOJO	1	4	531	4294967295	255		255	255		255	65535	91	
532	ACTIVE_SELF_RESCUE	1	4	532	4294967295	255		255	255		255	65535	92	
533	ACTIVE_CALL_PARTY_MEMBER	1	4	533	4294967295	255		255	255		255	65535	93	
534	ACTIVE_BLEED_CURE	1	4	534	4294967295	255		255	255		255	65535	94	
535	ACTIVE_BURN_CURE	1	4	535	4294967295	255		255	255		255	65535	95	
536	ACTIVE_SMOKE_MOVE	1	4	536	4294967295	255		255	255		255	65535	96	
537	ACTIVE_MIND_CONQUEST	1	4	537	4294967295	255		255	255		255	65535	97	
538	ACTIVE_BODY_CONQUEST	1	4	538	4294967295	255		255	255		255	65535	98	
539	ACTIVE_CHANGE_CONQUEST	1	4	539	4294967295	255		255	255		255	65535	99	
540	ACTIVE_CURSE_EAT	1	4	540	4294967295	255		255	255		255	65535	100	
541	ACTIVE_AIR_MOVE	1	5	541	4294967295	255		255	255		255	65535	211	
542	ACTIVE_AIR_DASH	1	5	542	4294967295	255		255	255		255	65535	212	
543	ACTIVE_AIR_ACCEL	1	5	543	4294967295	255		255	255		255	65535	213	
544	ACTIVE_AIR_MOVE_DASH_ACCEL	1	5	544	4294967295	255		255	255		255	65535	214	
545	ACTIVE_MAX_AP_UP	1	5	545	4294967295	255		255	255		255	65535	216	
546	ACTIVE_AP_REGENERATION	1	5	546	4294967295	255		255	255		255	65535	217	
547	ACTIVE_AIR_QUICK	1	5	547	4294967295	255		255	255		255	65535	215	
600	ACTIVE_BIG_MONKEY	1	5	600	4294967295	255		255	255		255	65535	101	
601	ACTIVE_FUSION	1	5	601	4294967295	255		255	255		255	65535	102	
602	ACTIVE_TRANSFORM	1	5	602	4294967295	255		255	255		255	65535	103	
603	ACTIVE_MAX_LP_UP	1	5	603	4294967295	255		255	255		255	65535	104	
604	ACTIVE_MAX_EP_UP	1	5	604	4294967295	255		255	255		255	65535	105	
605	ACTIVE_MAX_RP_UP	1	5	605	4294967295	255		255	255		255	65535	106	
606	ACTIVE_PHYSICAL_OFFENCE_UP	1	5	606	4294967295	255		255	255		255	65535	107	
607	ACTIVE_ENERGY_OFFENCE_UP	1	5	607	4294967295	255		255	255		255	65535	108	
608	ACTIVE_PHYSICAL_DEFENCE_UP	1	5	608	4294967295	255		255	255		255	65535	109	
609	ACTIVE_ENERGY_DEFENCE_UP	1	5	609	4294967295	255		255	255		255	65535	110	
610	ACTIVE_STR_UP	1	5	610	4294967295	255		255	255		255	65535	111	
611	ACTIVE_CON_UP	1	5	611	4294967295	255		255	255		255	65535	112	
612	ACTIVE_FOC_UP	1	5	612	4294967295	255		255	255		255	65535	113	
613	ACTIVE_DEX_UP	1	5	613	4294967295	255		255	255		255	65535	114	
614	ACTIVE_SOL_UP	1	5	614	4294967295	255		255	255		255	65535	115	
615	ACTIVE_ENG_UP	1	5	615	4294967295	255		255	255		255	65535	116	
616	ACTIVE_MOVE_SPEED_UP	1	5	616	4294967295	255		255	255		255	65535	117	
617	ACTIVE_ATTACK_SPEED_UP	1	5	617	4294967295	255		255	255		255	65535	118	
618	ACTIVE_ATTACK_RATE_UP	1	5	618	4294967295	255		255	255		255	65535	119	
619	ACTIVE_DODGE_RATE_UP	1	5	619	4294967295	255		255	255		255	65535	120	
620	ACTIVE_BLOCK_RATE_UP	1	5	620	4294967295	255		255	255		255	65535	121	
621	ACTIVE_HONEST_DEFENCE_UP	1	5	621	4294967295	255		255	255		255	65535	122	
622	ACTIVE_STRANGE_DEFENCE_UP	1	5	622	4294967295	255		255	255		255	65535	123	
623	ACTIVE_WILD_DEFENCE_UP	1	5	623	4294967295	255		255	255		255	65535	124	
624	ACTIVE_ELEGANCE_DEFENCE_UP	1	5	624	4294967295	255		255	255		255	65535	125	
625	ACTIVE_FUNNY_DEFENCE_UP	1	5	625	4294967295	255		255	255		255	65535	126	
626	ACTIVE_ENERGY_REFLECTION	1	5	626	4294967295	255		255	255		255	65535	127	
627	ACTIVE_LP_REGENERATION	1	5	627	4294967295	255		255	255		255	65535	128	
628	ACTIVE_EP_REGENERATION	1	5	628	4294967295	255		255	255		255	65535	129	
629	ACTIVE_RP_CHARGE_SPEED	1	5	629	4294967295	255		255	255		255	65535	130	
630	ACTIVE_CURSE_SUCCESS	1	5	630	4294967295	255		255	255		255	65535	131	
631	ACTIVE_CURSE_TOLERANCE	1	5	631	4294967295	255		255	255		255	65535	132	
632	ACTIVE_PHYSICAL_CRITICAL	1	5	632	4294967295	255		255	255		255	65535	133	
633	ACTIVE_ENERGY_CRITICAL	1	5	633	4294967295	255		255	255		255	65535	134	
634	ACTIVE_SKILL_CASTING_TIME_DOWN	1	5	634	4294967295	255		255	255		255	65535	135	
635	ACTIVE_SKILL_COOL_TIME_DOWN	1	5	635	4294967295	255		255	255		255	65535	136	
636	ACTIVE_ITEM_BREAK_RATE_DOWN	1	5	636	4294967295	255		255	255		255	65535	137	
637	ACTIVE_BARRIER	1	5	637	4294967295	255		255	255		255	65535	138	
638	ACTIVE_PARALYZE_TOLERANCE_UP	1	5	638	4294967295	255		255	255		255	65535	139	
639	ACTIVE_TERROR_TOLERANCE_UP	1	5	639	4294967295	255		255	255		255	65535	140	
640	ACTIVE_CONFUSE_TOLERANCE_UP	1	5	640	4294967295	255		255	255		255	65535	141	
641	ACTIVE_STONE_TOLERANCE_UP	1	5	641	4294967295	255		255	255		255	65535	142	
642	ACTIVE_CANDY_TOLERANCE_UP	1	5	642	4294967295	255		255	255		255	65535	143	
643	ACTIVE_PARALYZE_KEEPTIME_DOWN	1	5	643	4294967295	255		255	255		255	65535	144	
644	ACTIVE_TERROR_KEEPTIME_DOWN	1	5	644	4294967295	255		255	255		255	65535	145	
645	ACTIVE_CONFUSE_KEEPTIME_DOWN	1	5	645	4294967295	255		255	255		255	65535	146	
646	ACTIVE_STONE_KEEPTIME_DOWN	1	5	646	4294967295	255		255	255		255	65535	147	
647	ACTIVE_CANDY_KEEPTIME_DOWN	1	5	647	4294967295	255		255	255		255	65535	148	
648	ACTIVE_BLEEDING_KEEPTIME_DOWN	1	5	648	4294967295	255		255	255		255	65535	149	
649	ACTIVE_POISON_KEEPTIME_DOWN	1	5	649	4294967295	255		255	255		255	65535	150	
650	ACTIVE_STOMACHACHE_KEEPTIME_DOWN	1	5	650	4294967295	255		255	255		255	65535	151	
651	ACTIVE_CRITICAL_BLOCK_UP	1	5	651	4294967295	255		255	255		255	65535	152	
652	ACTIVE_NORMAL_SKILL_BLOCK_UP	1	5	652	4294967295	255		255	255		255	65535	153	
653	ACTIVE_CURSE_SKILL_BLOCK_UP	1	5	653	4294967295	255		255	255		255	65535	154	
654	ACTIVE_KNOCKDOWN_ATTACK_BLOCK_UP	1	5	654	4294967295	255		255	255		255	65535	155	
655	ACTIVE_HTB_SKILL_BLOCK_UP	1	5	655	4294967295	255		255	255		255	65535	156	
656	ACTIVE_SIT_DOWN_LP_REGENERATION_UP	1	5	656	4294967295	255		255	255		255	65535	157	
657	ACTIVE_SIT_DOWN_EP_REGENERATION_UP	1	5	657	4294967295	255		255	255		255	65535	158	
658	ACTIVE_PHYSICAL_CRITICAL_DAMAGE_UP	1	5	658	4294967295	255		255	255		255	65535	159	
659	ACTIVE_ENERGY_CRITICAL_DAMAGE_UP	1	5	659	4294967295	255		255	255		255	65535	160	
660	ACTIVE_ITEM_UPGRADE_RATE_UP	1	5	660	4294967295	255		255	255		255	65535	161	
661	ACTIVE_SPINNING_ATTACK	1	5	661	4294967295	255		255	255		255	65535	162	
662	ACTIVE_ATTACK_RANGE_UP	1	5	662	4294967295	255		255	255		255	65535	163	
663	ACTIVE_HIDE_KI	1	5	663	4294967295	255		255	255		255	65535	164	
664	ACTIVE_HIDE	1	5	664	4294967295	255		255	255		255	65535	165	
665	ACTIVE_FAKE_DEATH	1	5	665	4294967295	255		255	255		255	65535	166	
666	ACTIVE_CANT_BE_TARGETTED	1	5	666	4294967295	255		255	255		255	65535	167	
667	ACTIVE_BATTLE_ATTRIBUTE_UP	1	5	667	4294967295	255		255	255		255	65535	168	
668	ACTIVE_PHYSICAL_REFLECTION	1	5	668	4294967295	255		255	255		255	65535	169	
669	ACTIVE_PERFECT_GUARD	1	5	669	4294967295	255		255	255		255	65535	170	
670	ACTIVE_LP_RECOVERY	1	5	670	4294967295	255		255	255		255	65535	171	
671	ACTIVE_EP_RECOVERY	1	5	671	4294967295	255		255	255		255	65535	172	
672	ACTIVE_HONEST_OFFENCE_UP	1	5	672	4294967295	255		255	255		255	65535	173	
673	ACTIVE_STRANGE_OFFENCE_UP	1	5	673	4294967295	255		255	255		255	65535	174	
674	ACTIVE_WILD_OFFENCE_UP	1	5	674	4294967295	255		255	255		255	65535	175	
675	ACTIVE_ELEGANCE_OFFENCE_UP	1	5	675	4294967295	255		255	255		255	65535	176	
676	ACTIVE_FUNNY_OFFENCE_UP	1	5	676	4294967295	255		255	255		255	65535	177	
677	ACTIVE_LP_RECOVERY_IN_PERCENT	1	5	677	4294967295	255		255	255		255	65535	178	
678	ACTIVE_EP_RECOVERY_IN_PERCENT	1	5	678	4294967295	255		255	255		255	65535	179	
679	ACTIVE_STOMACHACHE_DEFENCE	1	5	679	4294967295	255		255	255		255	65535	180	
680	ACTIVE_POISON_DEFENCE	1	5	680	4294967295	255		255	255		255	65535	181	
681	ACTIVE_BLEED_DEFENCE	1	5	681	4294967295	255		255	255		255	65535	182	
682	ACTIVE_BURN_DEFENCE	1	5	682	4294967295	255		255	255		255	65535	183	
684	ACTIVE_BATTLE_LP_UP	1	5	684	4294967295	255		255	255		255	65535	184	
685	ACTIVE_BATTLE_EP_UP	1	5	685	4294967295	255		255	255		255	65535	185	
686	ACTIVE_ALL_OFFENCE_UP	1	5	686	4294967295	255		255	255		255	65535	186	
687	ACTIVE_ALL_DEFENCE_UP	1	5	687	4294967295	255		255	255		255	65535	187	
688	ACTIVE_LP_AUTO_RECOVER	1	5	688	4294967295	255		255	255		255	65535	188	
689	ACTIVE_EP_AUTO_RECOVER	1	5	689	4294967295	255		255	255		255	65535	189	
690	ACTIVE_RABIES	1	5	690	4294967295	255		255	255		255	65535	190	
691	ACTIVE_DRUNK	1	5	691	4294967295	255		255	255		255	65535	191	
692	ACTIVE_VIABILITY	1	5	692	4294967295	255		255	255		255	65535	192	
693	ACTIVE_MIND_IMMUNITY	1	5	693	4294967295	255		255	255		255	65535	193	
694	ACTIVE_BODY_IMMUNITY	1	5	694	4294967295	255		255	255		255	65535	194	
695	ACTIVE_CHANGE_IMMUNITY	1	5	695	4294967295	255		255	255		255	65535	195	
696	ACTIVE_SKILL_AGGRO_UP	1	5	696	4294967295	255		255	255		255	65535	196	
697	ACTIVE_SKILL_AGGRO_DOWN	1	5	697	4294967295	255		255	255		255	65535	197	
698	ACTIVE_DH_POWER_UP	1	5	698	4294967295	255		255	255		255	65535	198	
699	ACTIVE_HOT_POWER_UP	1	5	699	4294967295	255		255	255		255	65535	199	
700	ACTIVE_EP_DOWN	1	6	700	4294967295	255		255	255		255	65535	218	
701	ACTIVE_RP_DOWN	1	6	701	4294967295	255		255	255		255	65535	219	
702	ACTIVE_BLESS_DEBUFF	1	6	702	4294967295	255		255	255		255	65535	220	
703	ACTIVE_LP_STEAL	1	6	703	4294967295	255	GME_STL_LP_BALL	4	70	GME_STL_LP_END	70	65535	221	
704	ACTIVE_EP_STEAL	1	6	704	4294967295	255	GME_STL_EP_BALL	4	70	GME_STL_EP_END	70	65535	222	
705	ACTIVE_PULL	1	6	705	4294967295	255		255	255		255	65535	223	
706	ACTIVE_MAKE_LOWEST_AGGRO	1	6	706	4294967295	255		255	255		255	65535	224	
707	ACTIVE_AGGRO_DOWN	1	6	707	4294967295	255		255	255		255	65535	225	
708	ACTIVE_AGGRO_UP	1	6	708	4294967295	255		255	255		255	65535	226	
709	ACTIVE_YELL	1	6	709	4294967295	255		255	255		255	65535	227	
710	ACTIVE_EXPLOSIVE_POWER	1	6	710	4294967295	255		255	255		255	65535	228	
711	ACTIVE_ARSON	1	6	711	4294967295	255		255	255		255	65535	229	
712	ACTIVE_BLESS_DEBUFF_MULTI	1	6	712	4294967295	255		255	255		255	65535	230	
800	ACTIVE_TAUNT	1	7	800	4294967295	255		255	255		255	65535	231	
801	ACTIVE_PARALYZE	1	7	801	4294967295	255		255	255		255	65535	232	
802	ACTIVE_CONFUSE	1	7	802	1	255		255	255		255	65535	233	
803	ACTIVE_TERROR	1	7	803	4294967295	255		255	255		255	65535	234	
804	ACTIVE_STUN	1	7	804	4294967295	255		255	255		255	65535	235	
805	ACTIVE_SLEEP	1	7	805	4294967295	255		255	255		255	65535	236	
806	ACTIVE_STONE	1	7	806	4294967295	255		255	255		255	65535	237	
807	ACTIVE_CANDY	1	7	807	4294967295	255		255	255		255	65535	238	
808	ACTIVE_MAX_LP_DOWN	1	7	808	4294967295	255		255	255		255	65535	239	
809	ACTIVE_MAX_EP_DOWN	1	7	809	4294967295	255		255	255		255	65535	240	
810	ACTIVE_MAX_RP_DOWN	1	7	810	4294967295	255		255	255		255	65535	241	
811	ACTIVE_PHYSICAL_OFFENCE_DOWN	1	7	811	4294967295	255		255	255		255	65535	242	
812	ACTIVE_ENERGY_OFFENCE_DOWN	1	7	812	4294967295	255		255	255		255	65535	243	
813	ACTIVE_PHYSICAL_DEFENCE_DOWN	1	7	813	4294967295	255		255	255		255	65535	244	
814	ACTIVE_ENERGY_DEFENCE_DOWN	1	7	814	4294967295	255		255	255		255	65535	245	
815	ACTIVE_STR_DOWN	1	7	815	4294967295	255		255	255		255	65535	246	
816	ACTIVE_CON_DOWN	1	7	816	4294967295	255		255	255		255	65535	247	
817	ACTIVE_FOC_DOWN	1	7	817	4294967295	255		255	255		255	65535	248	
818	ACTIVE_DEX_DOWN	1	7	818	4294967295	255		255	255		255	65535	249	
819	ACTIVE_SOL_DOWN	1	7	819	4294967295	255		255	255		255	65535	250	
820	ACTIVE_ENG_DOWN	1	7	820	4294967295	255		255	255		255	65535	251	
821	ACTIVE_MOVE_SPEED_DOWN	1	7	821	4294967295	255		255	255		255	65535	252	
822	ACTIVE_ATTACK_SPEED_DOWN	1	7	822	4294967295	255		255	255		255	65535	253	
823	ACTIVE_ATTACK_RATE_DOWN	1	7	823	4294967295	255		255	255		255	65535	254	
824	ACTIVE_DODGE_RATE_DOWN	1	7	824	4294967295	255		255	255		255	65535	255	
825	ACTIVE_BLOCK_RATE_DOWN	1	7	825	4294967295	255		255	255		255	65535	256	
826	ACTIVE_HONEST_DEFENCE_DOWN	1	7	826	4294967295	255		255	255		255	65535	257	
827	ACTIVE_STRANGE_DEFENCE_DOWN	1	7	827	4294967295	255		255	255		255	65535	258	
828	ACTIVE_WILD_DEFENCE_DOWN	1	7	828	4294967295	255		255	255		255	65535	259	
829	ACTIVE_ELEGANCE_DEFENCE_DOWN	1	7	829	4294967295	255		255	255		255	65535	260	
830	ACTIVE_FUNNY_DEFENCE_DOWN	1	7	830	4294967295	255		255	255		255	65535	261	
831	ACTIVE_SKILL_CASTING_TIME_UP	1	7	831	4294967295	255		255	255		255	65535	262	
832	ACTIVE_SKILL_COOL_TIME_UP	1	7	832	4294967295	255		255	255		255	65535	263	
833	ACTIVE_ATTACK_RANGE_DOWN	1	7	833	4294967295	255		255	255		255	65535	264	
834	ACTIVE_TIED_UP	1	7	834	4294967295	255		255	255		255	65535	265	
835	ACTIVE_BAN_CHARGE	1	7	835	4294967295	255		255	255		255	65535	266	
836	ACTIVE_FREEZE	1	7	836	4294967295	255		255	255		255	65535	267	
837	ACTIVE_LP_STEAL_OVER_TIME	1	7	837	4294967295	255	GME_STL_LP_BALL	4	70	GME_STL_LP_END	70	65535	268	
838	ACTIVE_EP_STEAL_OVER_TIME	1	7	838	4294967295	255	GME_STL_EP_BALL	4	70	GME_STL_EP_END	70	65535	269	
839	ACTIVE_BATTLE_ATTRIBUTE_DOWN	1	7	839	4294967295	255		255	255		255	65535	270	
840	ACTIVE_WARP_STUN	1	7	840	4294967295	255		255	255		255	65535	271	
841	ACTIVE_TAIYOU_KEN	1	7	841	4294967295	255		255	255		255	65535	272	
842	ACTIVE_BATTLE_INABILITY	1	7	842	4294967295	255		255	255		255	65535	273	
843	ACTIVE_SKILL_LP_DAMAGE	1	7	843	4294967295	255		255	255		255	65535	274	
844	ACTIVE_SKILL_EP_DAMAGE	1	7	844	4294967295	255		255	255		255	65535	275	
845	ACTIVE_SKILL_INABILITY	1	7	845	4294967295	255		255	255		255	65535	276	
846	ACTIVE_ALL_OFFENCE_DOWN	1	7	846	4294967295	255		255	255		255	65535	277	
847	ACTIVE_ALL_DEFENCE_DOWN	1	7	847	4294967295	255		255	255		255	65535	278	
848	ACTIVE_WOUND	1	7	848	4294967295	255		255	255		255	65535	279	
849	ACTIVE_WEIGHT_LIMIT_DOWN	1	7	849	4294967295	255		255	255		255	65535	280	
900	ACTIVE_TELETELEPORT	1	4	900	4294967295	255		255	255		255	65535	281	
901	ACTIVE_SPECIAL_UPGRADE	1	4	901	4294967295	255		255	255		255	65535	282	
902	ACTIVE_PARTY_POPO	1	4	902	4294967295	255		255	255		255	65535	283	
903	ACTIVE_SKILL_RESET	1	4	903	4294967295	255		255	255		255	65535	284	
904	ACTIVE_CHARACTER_RENAME	1	4	904	4294967295	255		255	255		255	65535	285	
905	ACTIVE_YUHA_RENAME	1	4	905	4294967295	255		255	255		255	65535	286	
906	ACTIVE_SAIBAIMAN_SUMMON	1	4	906	4294967295	255		255	255		255	65535	287	
907	ACTIVE_SEX_LOOKS_CHANGE	1	4	907	4294967295	255		255	255		255	65535	288	
908	ACTIVE_CRESCENT_POPO	1	4	908	4294967295	255		255	255		255	65535	289	
909	ACTIVE_SKILL_RESET_PLUS	1	4	909	4294967295	255		255	255		255	65535	290	
910	ACTIVE_EXP_BOOSTER	1	5	910	4294967295	255		255	255		255	65535	291	
911	ACTIVE_MASCOT_REGIST	1	255	911	4294967295	255		255	255		255	65535	292	
912	ACTIVE_MASCOT_SATIETY_UP	1	4	912	4294967295	255		255	255		255	65535	293	
913	ACTIVE_MASCOT_RING_QUEST_SUPPORT	0	255	913	4294967295	255		255	255		255	65535	294	
914	ACTIVE_SKILL_RESET_ONE	1	4	914	4294967295	255		255	255		255	65535	295	
915	ACTIVE_TMQ_LIMIT_COUNT_PLUS	0	255	915	4294967295	255		255	255		255	65535	296	
916	ACTIVE_ADVANCED_RESCUE	1	5	916	4294967295	255		255	255		255	65535	297	
917	ACTIVE_REVIVAL_AFTEREFFECT	1	7	917	4294967295	255		255	255		255	65535	298	
918	ACTIVE_REVIVAL_AFTEREFFECT_PCBANG	1	7	918	4294967295	255		255	255		255	65535	299	
919	ACTIVE_REVIVAL_AFTEREFFECT_CURE_MINOR	1	4	919	4294967295	255		255	255		255	65535	300	
920	ACTIVE_REVIVAL_AFTEREFFECT_CURE_MAJOR	1	4	920	4294967295	255		255	255		255	65535	301	
921	ACTIVE_EVENT_COIN_PLUS	0	4	921	4294967295	255		255	255		255	65535	302	
922	ACTIVE_SET_LEVEL	0	5	922	4294967295	255		255	255		255	65535	303	
923	ACTIVE_LEARN_SKILL	0	5	923	4294967295	255		255	255		255	65535	304	
924	ACTIVE_WAGU_COIN_PLUS	0	4	924	4294967295	255		255	255		255	65535	305	
925	ACTIVE_CHAR_TITLE	1	4	925	4294967295	255		255	255		255	65535	306	
926	ACTIVE_CHILD_ADULT_TRANSFORM	1	4	926	4294967295	255		255	255		255	65535	307	
