11	Field 011	50	1	4294967295	0	1	0	0	0	0	0	846	846	9	300	11	90	24	90	51	30	52	30	53	30	144	10	161	10	104	5	105	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
12	Field 012	53	1	4294967295	0	1	0	0	0	0	0	846	846	6	300	12	90	25	90	54	90	145	10	162	10	106	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
13	Field 013	55	1	4294967295	0	1	0	0	0	0	0	816	816	7	290	13	90	26	90	55	30	56	30	57	30	146	10	163	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
14	Field 014	56	1	4294967295	0	1	0	0	0	0	0	1020	1020	5	340	14	90	27	90	58	90	174	60	107	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
15	Field 015	58	1	4294967295	0	1	0	0	0	0	0	849	849	9	301	15	90	28	90	59	30	60	30	61	30	147	10	164	10	108	6	109	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
16	Field 016	60	1	4294967295	0	1	0	0	0	0	0	846	846	6	300	16	90	29	90	62	90	148	10	165	10	110	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
17	Field 018	65	1	4294967295	0	1	0	0	0	0	0	942	942	9	332	17	90	30	90	63	30	63	30	175	60	149	10	166	10	111	6	112	6	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
18	Field 019	70	1	4294967295	0	1	0	0	0	0	0	756	756	7	270	18	90	31	90	65	30	66	30	150	10	167	10	113	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
19	TMQ 001	6	3	4294967295	0	64	0	0	0	0	0	780	780	20	1820	1	90	4294967295	0	32	45	33	45	4294967295	0	168	60	134	20	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
20	TMQ 002	11	3	4294967295	0	64	0	0	0	0	0	600	600	20	1400	2	90	4294967295	0	34	45	35	45	4294967295	0	4294967295	0	135	20	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
21	TMQ 003	16	3	4294967295	0	64	0	0	0	0	0	780	780	20	1820	3	90	4294967295	0	36	45	37	45	4294967295	0	169	60	136	20	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
22	TMQ 004	21	3	4294967295	0	64	0	0	0	0	0	600	600	20	1400	4	90	4294967295	0	38	90	4294967295	0	4294967295	0	4294967295	0	137	20	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
23	TMQ 005	26	3	4294967295	0	64	0	0	0	0	0	756	756	20	1764	5	90	4294967295	0	39	45	40	45	4294967295	0	170	60	138	2	78	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
24	TMQ 006	30	3	4294967295	0	64	0	0	0	0	0	1026	1026	20	2394	6	90	19	90	41	30	42	30	43	30	171	60	139	2	79	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
25	TMQ 007	34	3	4294967295	0	64	0	0	0	0	0	846	846	20	1974	7	90	20	90	44	90	4294967295	0	4294967295	0	4294967295	0	140	2	80	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
26	TMQ 008	38	3	4294967295	0	64	0	0	0	0	0	1026	1026	20	2394	8	90	21	90	45	45	46	45	4294967295	0	172	60	141	2	81	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
27	TMQ 009	42	3	4294967295	0	64	0	0	0	0	0	846	846	20	1974	9	90	22	90	47	30	48	30	49	30	4294967295	0	142	2	82	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
28	TMQ 010	46	3	4294967295	0	64	0	0	0	0	0	1026	1026	20	2394	10	90	23	90	50	90	4294967295	0	4294967295	0	173	60	143	2	83	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
29	TMQ 011	50	3	4294967295	0	64	0	0	0	0	0	846	846	20	1974	11	90	24	90	51	30	52	30	53	30	4294967295	0	144	2	84	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
30	TMQ 012	53	3	4294967295	0	64	0	0	0	0	0	846	846	20	1974	12	90	25	90	54	90	4294967295	0	4294967295	0	4294967295	0	145	2	85	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
31	TMQ 013	55	3	4294967295	0	64	0	0	0	0	0	846	846	20	1974	13	90	26	90	55	30	56	30	57	30	4294967295	0	146	2	86	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
32	TMQ 014	56	3	4294967295	0	64	0	0	0	0	0	1020	1020	20	2380	14	90	27	90	58	90	4294967295	0	4294967295	0	174	60	4294967295	0	87	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
33	TMQ 015	58	3	4294967295	0	64	0	0	0	0	0	846	846	20	1974	15	90	28	90	59	30	60	30	61	30	4294967295	0	147	2	88	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
34	TMQ 016	60	3	4294967295	0	64	0	0	0	0	0	846	846	20	1974	16	90	29	90	62	90	4294967295	0	4294967295	0	4294967295	0	148	2	89	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
35	UD 001	6	3	4294967295	0	32	0	0	0	0	0	780	780	20	1820	1	90	4294967295	0	32	45	33	45	4294967295	0	168	60	151	20	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
36	UD 002	11	3	4294967295	0	32	0	0	0	0	0	600	600	20	1400	2	90	4294967295	0	34	45	35	45	4294967295	0	4294967295	0	152	20	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
37	UD 003	16	3	4294967295	0	32	0	0	0	0	0	780	780	20	1820	3	90	4294967295	0	36	45	37	45	4294967295	0	169	60	153	20	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
38	UD 004	21	3	4294967295	0	32	0	0	0	0	0	600	600	20	1400	4	90	4294967295	0	38	90	4294967295	0	4294967295	0	4294967295	0	154	20	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
39	UD 005	26	3	4294967295	0	32	0	0	0	0	0	726	726	20	1694	5	90	4294967295	0	39	45	40	45	4294967295	0	170	60	155	2	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
40	UD 006	30	3	4294967295	0	32	0	0	0	0	0	1026	1026	20	2394	6	90	19	90	41	30	42	30	43	30	171	60	156	2	67	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
41	UD 007	34	3	4294967295	0	32	0	0	0	0	0	846	846	20	1974	7	90	20	90	44	90	4294967295	0	4294967295	0	4294967295	0	157	2	68	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
42	UD 008	38	3	4294967295	0	32	0	0	0	0	0	1026	1026	20	2394	8	90	21	90	45	45	46	45	4294967295	0	172	60	158	2	69	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
43	UD 009	42	3	4294967295	0	32	0	0	0	0	0	846	846	20	1974	9	90	22	90	47	30	48	30	49	30	4294967295	0	159	2	70	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
44	UD 010	46	3	4294967295	0	32	0	0	0	0	0	1026	1026	20	2394	10	90	23	90	50	90	4294967295	0	4294967295	0	173	60	160	2	71	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
45	UD 011	50	3	4294967295	0	32	0	0	0	0	0	816	816	20	1904	11	90	24	90	51	30	52	30	53	30	4294967295	0	161	2	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
46	UD 012	53	3	4294967295	0	32	0	0	0	0	0	816	816	20	1904	12	90	25	90	54	90	4294967295	0	4294967295	0	4294967295	0	162	2	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
47	UD 013	55	3	4294967295	0	32	0	0	0	0	0	816	816	20	1904	13	90	26	90	55	30	56	30	57	30	4294967295	0	163	2	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
48	UD 014	56	3	4294967295	0	32	0	0	0	0	0	1020	1020	20	2380	14	90	27	90	58	90	4294967295	0	4294967295	0	174	60	4294967295	0	72	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
49	UD 015	58	3	4294967295	0	32	0	0	0	0	0	846	846	20	1974	15	90	28	90	59	30	60	30	61	30	4294967295	0	164	2	73	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
50	UD 016	60	3	4294967295	0	32	0	0	0	0	0	846	846	20	1974	16	90	29	90	62	90	4294967295	0	4294967295	0	4294967295	0	165	2	74	10	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
51	Tutorial 001	255	10	7211113	0	0	0	0	0	0	0	0	0	1	100	176	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
52	Tutorial 002	255	10	7211114	0	0	0	0	0	0	0	0	0	1	100	176	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
53	Tutorial 003	255	10	7211115	0	0	0	0	0	0	0	0	0	1	100	176	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
54	Class 001	255	1	1751401	0	0	0	0	0	0	0	0	0	1	3	177	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
55	Class 002	255	1	1751402	0	0	0	0	0	0	0	0	0	1	3	177	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
56	Class 003	255	1	1751403	0	0	0	0	0	0	0	0	0	1	3	177	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
57	Quest 001	255	1	5614101	0	0	0	0	0	0	0	6	3	1	10	258	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
58	Quest 002	255	1	5614102	0	0	0	0	0	0	0	6	3	1	10	259	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
59	Quest 003	255	1	5614103	0	0	0	0	0	0	0	6	3	1	10	260	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
60	Quest 004	255	1	8421101	0	0	0	0	0	0	0	0	0	1	1	261	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
61	Quest 005	255	1	8422101	0	0	0	0	0	0	0	0	0	1	1	262	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
62	Quest 006	255	1	8421102	0	0	0	0	0	0	0	0	0	1	1	263	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
63	Quest 007	255	1	8422102	0	0	0	0	0	0	0	0	0	1	1	264	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
64	Quest 008	255	1	8421103	0	0	0	0	0	0	0	0	0	1	1	265	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
65	Quest 009	255	1	8422103	0	0	0	0	0	0	0	0	0	1	1	266	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
66	Quest 010	255	1	9411113	0	0	0	0	0	0	0	6	3	1	10	267	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
67	Quest 011	255	1	9411114	0	0	0	0	0	0	0	6	3	1	10	268	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
68	Quest 012	255	1	9411115	0	0	0	0	0	0	0	6	3	1	10	269	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
69	Quest 013	255	1	9413107	0	0	0	0	0	0	0	6	3	1	10	270	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
70	Quest 014	255	1	9413108	0	0	0	0	0	0	0	6	3	1	10	271	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
71	Quest 015	255	1	9413109	0	0	0	0	0	0	0	6	3	1	10	272	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
72	Quest 016	255	1	9413116	0	0	0	0	0	0	0	6	3	1	10	273	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
73	Quest 017	255	1	9413117	0	0	0	0	0	0	0	6	3	1	10	274	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
74	Quest 018	255	1	9413118	0	0	0	0	0	0	0	6	3	1	10	275	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
75	Quest 019	255	1	9416101	0	0	0	0	0	0	0	6	3	1	10	276	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
76	Quest 020	255	1	9416102	0	0	0	0	0	0	0	6	3	1	10	277	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
77	Quest 021	255	1	9416103	0	0	0	0	0	0	0	6	3	1	10	278	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
78	Quest 022	255	1	9416113	0	0	0	0	0	0	0	6	3	1	10	279	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
79	Quest 023	255	1	9416114	0	0	0	0	0	0	0	6	3	1	10	280	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
80	Quest 024	255	1	9416115	0	0	0	0	0	0	0	6	3	1	10	281	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
81	Quest 025	255	1	9417101	0	0	0	0	0	0	0	6	3	1	10	282	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
82	Quest 026	255	1	9417102	0	0	0	0	0	0	0	6	3	1	10	283	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
83	Quest 027	255	1	9417103	0	0	0	0	0	0	0	6	3	1	10	284	100	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
