11532	일반부품	0	11532	4294967295	533110	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11541	장신구	0	11541	4294967295	529001	4294967295	255	0	529017	4294967295	255	0	529033	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11542	회복약	0	11542	4294967295	18011	4294967295	255	0	18012	4294967295	255	0	18021	4294967295	255	0	18022	4294967295	255	0	18141	4294967295	255	0	403038	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11543	음식물	0	11543	4294967295	18154	4294967295	255	0	18155	4294967295	255	0	18159	4294967295	255	0	18160	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11544	기타	0	11544	4294967295	19902	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11551	장신구	0	11551	4294967295	529001	4294967295	255	0	529017	4294967295	255	0	529033	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11552	회복약	0	11552	4294967295	18011	4294967295	255	0	18012	4294967295	255	0	18021	4294967295	255	0	18022	4294967295	255	0	18141	4294967295	255	0	403038	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11553	음식물	0	11553	4294967295	18154	4294967295	255	0	18155	4294967295	255	0	18159	4294967295	255	0	18160	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11554	기타	0	11554	4294967295	19902	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11561	장신구	0	11561	4294967295	529001	4294967295	255	0	529017	4294967295	255	0	529033	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11562	회복약	0	11562	4294967295	18011	4294967295	255	0	18012	4294967295	255	0	18021	4294967295	255	0	18022	4294967295	255	0	18141	4294967295	255	0	403038	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11563	음식물	0	11563	4294967295	18154	4294967295	255	0	18155	4294967295	255	0	18159	4294967295	255	0	18160	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
11564	기타	0	11564	4294967295	19902	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0	4294967295	4294967295	255	0
