7001123	1	70011241	70011251	7001123	7001124	7001125	
7001126	1	70011271	70011281	7001126	7001127	7001128	
7001129	1	70011301	70011311	7001129	7001130	7001131	
7001132	1	70011331	70011341	7001132	7001133	7001134	
7001135	1	70011361	70011371	7001135	7001136	7001137	
7001138	1	70011391	70011401	7001138	7001139	7001140	
7001141	1	70011421	70011431	7001141	7001142	7001143	
7001144	1	70011451	4294967295	7001144	7001146	4294967295	
7001147	1	70011481	4294967295	7001147	7001149	4294967295	
7001150	1	70011511	4294967295	7001150	7001152	4294967295	
7001153	1	70011541	4294967295	7001153	7001155	4294967295	
7001156	1	70011571	4294967295	7001156	7001158	4294967295	
7001159	1	70011601	4294967295	7001159	7001161	4294967295	
7001162	1	70011631	4294967295	7001162	7001164	4294967295	
7001165	1	70011661	4294967295	7001165	7001167	4294967295	
7001168	1	70011691	4294967295	7001168	7001170	4294967295	
7001171	1	70011721	4294967295	7001171	7001173	4294967295	
7001174	1	70011751	4294967295	7001174	7001176	4294967295	
7001177	1	70011781	4294967295	7001177	7001179	4294967295	
7001180	1	70011811	4294967295	7001180	7001182	4294967295	
7001183	1	70011841	4294967295	7001183	7001185	4294967295	
7001186	1	70011871	4294967295	7001186	7001188	4294967295	
7001189	1	70011901	4294967295	7001189	7001191	4294967295	
7001192	1	70011931	4294967295	7001192	7001194	4294967295	
7001195	1	70011961	4294967295	7001195	7001197	4294967295	
7001198	1	70011991	4294967295	7001198	7001200	4294967295	
7001201	1	70012021	4294967295	7001201	7001203	4294967295	
7001204	1	70012051	4294967295	7001204	7001206	4294967295	
7001207	1	70012081	4294967295	7001207	7001209	4294967295	
7001210	1	70012111	4294967295	7001210	7001212	4294967295	
7001213	1	70012141	4294967295	7001213	7001215	4294967295	
7001216	1	70012171	4294967295	7001216	7001218	4294967295	
7001219	1	70012201	4294967295	7001219	7001221	4294967295	
7001222	1	70012231	4294967295	7001222	7001224	4294967295	
7001225	1	70012261	4294967295	7001225	7001227	4294967295	
7001228	1	70012291	4294967295	7001228	7001230	4294967295	
7001231	1	70012321	4294967295	7001231	7001233	4294967295	
7001234	1	70012351	4294967295	7001234	7001235	4294967295	
7001236	1	70012371	4294967295	7001236	7001237	4294967295	
7001238	1	70012391	4294967295	7001238	7001239	4294967295	
7001240	1	70012411	4294967295	7001240	7001241	4294967295	
7001242	1	70012431	4294967295	7001242	7001243	4294967295	
7001244	1	70012451	4294967295	7001244	7001245	4294967295	
7001246	1	70012471	4294967295	7001246	7001247	4294967295	
7001248	1	70012491	4294967295	7001248	7001249	4294967295	
7001250	1	70012511	4294967295	7001250	7001251	4294967295	
7001252	1	70012531	4294967295	7001252	7001253	4294967295	
7001254	1	70012551	4294967295	7001254	7001255	4294967295	
7001256	1	70012571	4294967295	7001256	7001257	4294967295	
7001258	1	70012591	4294967295	7001258	7001259	4294967295	
7001260	1	70012611	4294967295	7001260	7001261	4294967295	
7001262	1	70012631	4294967295	7001262	7001263	4294967295	
7001264	1	70012651	4294967295	7001264	7001265	4294967295	
7001266	1	70012671	4294967295	7001266	7001267	4294967295	
7001268	1	70012691	4294967295	7001268	7001269	4294967295	
7001270	1	70012711	4294967295	7001270	7001271	4294967295	
7001272	1	70012731	4294967295	7001272	7001273	4294967295	
7001274	1	70012751	4294967295	7001274	7001275	4294967295	
7001276	1	70012771	4294967295	7001276	7001277	4294967295	
7001278	1	70012791	4294967295	7001278	7001279	4294967295	
7001280	1	70012811	4294967295	7001280	7001281	4294967295	
7001282	1	70012831	4294967295	7001282	7001283	4294967295	
7001284	1	70012851	4294967295	7001284	7001285	4294967295	
7001286	1	70012871	4294967295	7001286	7001287	4294967295	
7001288	1	70012891	4294967295	7001288	7001289	4294967295	
7001290	1	70012911	4294967295	7001290	7001291	4294967295	
7001292	1	70012931	4294967295	7001292	7001293	4294967295	
7001294	1	70012951	4294967295	7001294	7001295	4294967295	
7001296	1	70012971	4294967295	7001296	7001297	4294967295	
7001298	1	70012991	4294967295	7001298	7001299	4294967295	
7001300	1	70013011	4294967295	7001300	7001301	4294967295	
7001302	1	70013031	4294967295	7001302	7001303	4294967295	
7001304	1	70013051	4294967295	7001304	7001305	4294967295	
7001306	1	70013071	4294967295	7001306	7001307	4294967295	
7001308	1	70013091	4294967295	7001308	7001309	4294967295	
7001310	1	70013111	4294967295	7001310	7001311	4294967295	
7001312	1	70013131	4294967295	7001312	7001313	4294967295	
7001314	1	70013151	4294967295	7001314	7001315	4294967295	
7001316	1	70013171	4294967295	7001316	7001317	4294967295	
7001318	1	70013191	4294967295	7001318	7001319	4294967295	
7001320	1	70013211	4294967295	7001320	7001321	4294967295	
7001322	1	70013231	4294967295	7001322	7001323	4294967295	
7001324	1	70013251	4294967295	7001324	7001325	4294967295	
7001326	1	70013271	4294967295	7001326	7001327	4294967295	
7001328	1	70013291	4294967295	7001328	7001329	4294967295	
7001330	1	70013311	4294967295	7001330	7001331	4294967295	
7001332	1	70013331	4294967295	7001332	7001333	4294967295	
7001334	1	70013351	4294967295	7001334	7001335	4294967295	
7001336	1	70013371	4294967295	7001336	7001337	4294967295	
7001338	1	70013391	4294967295	7001338	7001339	4294967295	
7001340	1	70013411	4294967295	7001340	7001341	4294967295	
7001342	1	70013431	4294967295	7001342	7001343	4294967295	
7001344	1	70013451	4294967295	7001344	7001345	4294967295	
7001346	1	70013471	4294967295	7001346	7001347	4294967295	
7001348	1	70013491	4294967295	7001348	7001349	4294967295	
7001350	1	70013511	4294967295	7001350	7001351	4294967295	
7001352	1	70013531	4294967295	7001352	7001353	4294967295	
7001354	1	70013721	4294967295	7001354	7001372	4294967295	
7001355	1	70013731	4294967295	7001355	7001373	4294967295	
7001356	1	70013741	4294967295	7001356	7001374	4294967295	
7001357	1	70013751	4294967295	7001357	7001375	4294967295	
7001358	1	70013761	4294967295	7001358	7001376	4294967295	
7001359	1	70013771	4294967295	7001359	7001377	4294967295	
7001378	1	70013791	4294967295	7001378	7001379	4294967295	
7001380	1	70013811	4294967295	7001380	7001381	4294967295	
7001382	1	70013831	4294967295	7001382	7001383	4294967295	
7001384	1	70013851	4294967295	7001384	7001385	4294967295	
7001386	1	70013871	4294967295	7001386	7001387	4294967295	
7001388	1	70013891	4294967295	7001388	7001389	4294967295	
7001390	1	70013911	4294967295	7001390	7001391	4294967295	
7001392	1	70013931	4294967295	7001392	7001393	4294967295	
7001394	1	70013951	4294967295	7001394	7001395	4294967295	
7001396	1	70013971	4294967295	7001396	7001397	4294967295	
7001398	1	70013991	4294967295	7001398	7001399	4294967295	
7001400	1	70014011	4294967295	7001400	7001401	4294967295	
7001402	1	70014031	4294967295	7001402	7001403	4294967295	
7001404	1	70014051	4294967295	7001404	7001405	4294967295	
7001406	1	70014071	4294967295	7001406	7001407	4294967295	
7001408	1	70014091	4294967295	7001408	7001409	4294967295	
7001410	1	70014111	4294967295	7001410	7001411	4294967295	
7001412	1	70014131	4294967295	7001412	7001413	4294967295	
7001414	1	70014151	4294967295	7001414	7001415	4294967295	
7001416	1	70014171	4294967295	7001416	7001417	4294967295	
7001418	1	70014191	4294967295	7001418	7001419	4294967295	
7001420	1	70014211	4294967295	7001420	7001421	4294967295	
7001422	1	70014231	4294967295	7001422	7001423	4294967295	
7001424	1	70014251	4294967295	7001424	7001425	4294967295	
7001426	1	70014271	70014281	7001426	7001427	7001428	
7001429	1	70014301	70014311	7001429	7001430	7001431	
7001432	1	70014331	70014341	7001432	7001433	7001434	
7001435	1	70014361	70014371	7001435	7001436	7001437	
7001438	1	70014391	70014401	7001438	7001439	7001440	
7001441	1	70014421	70014431	7001441	7001442	7001443	
7001444	1	70014551	4294967295	7001444	7001455	4294967295	
7001445	1	70014501	4294967295	7001445	7001450	4294967295	
7001446	1	70014581	4294967295	7001446	7001458	4294967295	
7001447	1	70014561	4294967295	7001447	7001456	4294967295	
7001448	1	70014531	4294967295	7001448	7001453	4294967295	
7001449	1	70014601	4294967295	7001449	7001460	4294967295	
7001462	1	70014541	4294967295	7001462	7001454	4294967295	
7001463	1	70014511	4294967295	7001463	7001451	4294967295	
7001464	1	70014591	4294967295	7001464	7001459	4294967295	
7001465	1	70014571	4294967295	7001465	7001457	4294967295	
7001466	1	70014521	4294967295	7001466	7001452	4294967295	
7001467	1	70014611	4294967295	7001467	7001461	4294967295	
7001468	1	70014680	4294967295	7001468	7001480	4294967295	
7001469	1	70014690	4294967295	7001469	7001481	4294967295	
7001470	1	70014700	4294967295	7001470	7001482	4294967295	
7001471	1	70014710	4294967295	7001471	7001483	4294967295	
7001472	1	70014720	4294967295	7001472	7001484	4294967295	
7001473	1	70014730	4294967295	7001473	7001485	4294967295	
7001474	1	70014740	4294967295	7001474	7001486	4294967295	
7001475	1	70014750	4294967295	7001475	7001487	4294967295	
7001476	1	70014760	4294967295	7001476	7001488	4294967295	
7001477	1	70014770	4294967295	7001477	7001489	4294967295	
7001478	1	70014780	4294967295	7001478	7001490	4294967295	
7001479	1	70014790	4294967295	7001479	7001491	4294967295	
7001492	1	70014920	70014921	7001492	7001498	7001504	
7001493	1	70014930	70014931	7001493	7001499	7001505	
7001494	1	70014940	70014941	7001494	7001500	7001506	
7001495	1	70014950	70014951	7001495	7001501	7001507	
7001496	1	70014960	70014961	7001496	7001502	7001508	
7001497	1	70014970	70014971	7001497	7001503	7001509	
31000009	1	310000101	4294967295	31000009	31000010	4294967295	
31000011	1	310000121	4294967295	31000011	31000012	4294967295	
31000013	1	310000141	4294967295	31000013	31000014	4294967295	
31000015	1	310000161	4294967295	31000015	31000016	4294967295	
31000017	1	310000181	4294967295	31000017	31000018	4294967295	
31000019	1	310000201	4294967295	31000019	31000020	4294967295	
