2001	75	8	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2101	75	8	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2201	69	6	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2301	594	126	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2401	640	243	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2501	640	243	0	18991	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	2502	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2601	841	149	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2701	403	95	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2801	1462	244	0	18006	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
2901	2425	369	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3001	241	40	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3101	1848	528	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	3102	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3201	2204	359	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3301	403	95	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3401	1134	273	11	3402	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3501	361	101	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3601	614	85	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3701	361	101	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3801	1648	488	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
3901	1700	346	0	19904	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4001	5528	2077	11	4002	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4101	896	334	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4201	1880	349	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4301	440	91	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4401	1936	338	0	18011	3	0	18021	3	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4501	847	307	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4601	422	81	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4701	1491	491	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4801	1308	389	11	4802	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
4901	3770	626	0	18031	3	0	18061	3	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5001	912	170	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5101	4704	1056	0	19983	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5201	637	17	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5202	203	17	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5203	203	17	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5301	1961	81	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5401	3157	376	0	99020	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5501	2930	346	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5601	1400	373	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5701	520	19	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5702	217	19	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5703	217	19	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5801	2591	179	0	18006	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
5901	281	31	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6001	281	31	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6101	260	19	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6201	281	31	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6301	281	31	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6401	260	19	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6501	1071	69	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6601	1071	69	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6701	1071	69	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	6702	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6801	5877	885	0	19904	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
6901	572	49	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7001	5650	700	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7101	281	31	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7201	456	131	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7301	7729	1724	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7401	1563	508	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7501	1505	583	0	18011	5	0	18021	5	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7601	4979	958	0	18991	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7701	5374	1236	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	7702	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7801	1563	508	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
7901	1563	508	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8001	6620	1637	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8101	1563	508	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8201	2356	862	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8301	6650	740	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	8302	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8401	6362	971	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8501	2356	862	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8601	4865	1278	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8701	989	25	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8801	495	25	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
8901	495	25	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9001	495	25	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9101	1590	394	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9201	3959	725	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9301	7411	701	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9401	1300	27	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9501	1300	27	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9601	6438	641	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	9602	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9701	8276	421	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9801	1936	423	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
9901	1590	394	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10001	1590	394	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	10002	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10101	8814	1918	11	10102	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10201	3609	294	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10301	1906	29	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10401	1270	29	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10501	10295	1543	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10601	1892	422	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10701	4060	991	0	19904	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10801	10315	2095	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
10901	1361	87	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11001	1270	29	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11101	10605	3160	0	18006	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11201	1434	31	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11301	2429	261	0	2967001	5	0	2966001	5	0	2969001	5	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11401	780	19	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11501	780	19	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11601	780	19	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11701	1434	31	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11801	10845	1267	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	11802	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
11901	8168	791	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12001	9645	2125	11	12002	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12101	3222	1176	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12201	4144	1766	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12301	11661	3334	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	12302	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12401	1251	62	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12501	9675	2824	0	19986	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12601	1703	354	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12701	1703	354	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12801	8916	1738	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	11	12802	1	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
12901	9312	1467	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
13001	2065	589	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
13101	2675	984	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	255	4294967295	4294967295	
