69	2012 설 이벤트 아이템 드랍2	0	255	4294967295	2	13211202	65534	100	6	11160029	0	50	1106247680	255	255	255	
70	2012 설 이벤트 아이템 드랍2	0	255	4294967295	2	13211203	65534	100	6	11160029	0	50	1106247680	255	255	255	
71	2012 설 이벤트 아이템 드랍2	0	255	4294967295	2	13211204	65534	100	6	11160029	0	50	1106247680	255	255	255	
72	2012 설 이벤트 아이템 드랍2	0	255	4294967295	2	13211205	65534	100	6	11160029	0	50	1106247680	255	255	255	
73	2012 설 이벤트 아이템 드랍2	0	255	4294967295	2	13211206	65534	100	6	11160029	0	50	1106247680	255	255	255	
74	2012 설 이벤트 아이템 드랍2	0	255	4294967295	2	13211207	65534	100	6	11160029	0	50	1106247680	255	255	255	
109	2013 로봇벌 Event 몹소환1	0	255	4294967295	2	4294967295	65534	30	1	2741101	0	1	0	1	30	15	
110	2013 로봇벌 Event 몹소환2	0	255	4294967295	2	4294967295	65534	3	1	2741102	0	1	0	31	59	14	
111	2013 로봇벌 Event 몹소환3	0	255	4294967295	2	4294967295	65534	1	1	7441101	0	1	0	60	70	5	
112	2013 로봇벌 Event 아이템 드랍1	0	255	4294967295	2	2741101	65534	100	0	11160033	0	1	0	255	255	255	
113	2013 로봇벌 Event 아이템 드랍2	0	255	4294967295	2	2741102	65534	100	0	11160034	0	1	0	255	255	255	
114	2013 로봇벌 Event 아이템 드랍3	0	255	4294967295	2	7441101	65534	100	0	11160035	0	1	0	255	255	255	
10026	Krillin Founder Pack	1	255	4294967295	3	4294967295	0	0	3	11190002	0	1	0	1	255	255	
10027	Goku Founder Pack	1	255	4294967295	3	4294967295	0	0	3	11190003	0	1	0	1	255	255	
10028	Super Saiyan Founder Pack	1	255	4294967295	3	4294967295	0	0	3	11190004	0	1	0	1	255	255	
10029	测试服满级礼包	1	255	4294967295	3	4294967295	0	0	3	11190008	0	1	0	1	255	255	
90001	은 힘이 담긴 보물 상자 [필드]	0	255	4294967295	2	4294967295	65534	0.6	0	11140071	0	1	0	21	35	5	
90002	은 힘이 담긴 보물 상자 [인던]	0	255	4294967295	2	4294967295	61343	1.5	0	11140071	0	1	0	21	35	5	
90003	은 강인함이 담긴 보물 상자 [필드]	0	255	4294967295	2	4294967295	65534	0.6	0	11140072	0	1	0	21	35	5	
90004	은 강인함이 담긴 보물 상자 [인던]	0	255	4294967295	2	4294967295	61343	1.5	0	11140072	0	1	0	21	35	5	
90005	은 화려함이 담긴 보물 상자 [필드]	0	255	4294967295	2	4294967295	65534	0.6	0	11140073	0	1	0	21	35	5	
90006	은 화려함이 담긴 보물 상자 [인던]	0	255	4294967295	2	4294967295	61343	1.5	0	11140073	0	1	0	21	35	5	
90007	금 힘이 담긴 보물 상자 [필드]	0	255	4294967295	2	4294967295	65534	0.6	0	11140074	0	1	0	36	50	5	
90008	금 힘이 담긴 보물 상자 [인던]	0	255	4294967295	2	4294967295	61343	1.5	0	11140074	0	1	0	36	50	5	
90009	금 강인함이 담긴 보물 상자 [필드]	0	255	4294967295	2	4294967295	65534	0.6	0	11140075	0	1	0	36	50	5	
90010	금 강인함이 담긴 보물 상자 [인던]	0	255	4294967295	2	4294967295	61343	1.5	0	11140075	0	1	0	36	50	5	
90011	금 화려함이 담긴 보물 상자 [필드]	0	255	4294967295	2	4294967295	65534	0.6	0	11140076	0	1	0	36	50	5	
90012	금 화려함이 담긴 보물 상자 [인던]	0	255	4294967295	2	4294967295	61343	1.5	0	11140076	0	1	0	36	50	5	
90013	고급 금 보물 상자 [필드]	0	255	4294967295	2	4294967295	65534	1.8	0	11140077	0	1	0	51	55	5	
90014	고급 금 보물 상자 [인던]	0	255	4294967295	2	4294967295	61343	4.5	0	11140077	0	1	0	51	55	5	
90015	은 보물 상자 [필드]	1	255	4294967295	2	4294967295	65534	0.5	0	11140315	0	1	0	1	30	10	
90016	은 보물 상자 [던전]	1	255	4294967295	2	4294967295	28575	5	0	11140315	0	1	0	1	30	10	
90017	금 보물 상자 [필드]	1	255	4294967295	2	4294967295	65534	0.03	0	11140316	0	1	0	31	60	10	
90018	금 보물 상자 [던전]	1	255	4294967295	2	4294967295	28575	0.3	0	11140316	0	1	0	31	60	10	
90019	고급 금 보물 상자 [필드]	1	255	4294967295	2	4294967295	65534	0.07	0	11140317	0	1	0	61	70	10	
90020	고급 금 보물 상자 [던전]	1	255	4294967295	2	4294967295	28575	0.7	0	11140317	0	1	0	61	70	10	
