245300	2	4	2453000	2453001	0	2453002	887012	4294967295	4294967295	4294967295	32	
246000	2	3	2460000	2460001	255	4294967295	4294967295	4294967295	4294967295	4294967295	64	
246100	2	4	2461000	2461001	0	2461002	888010	4294967295	4294967295	4294967295	64	
246200	2	4	2462000	2462001	0	2462002	888011	4294967295	4294967295	4294967295	64	
246300	2	4	2463000	2463001	0	2463002	888012	4294967295	4294967295	4294967295	64	
250000	2	2	2500000	2500001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
251000	2	3	2510000	2510001	0	2510002	889003	4294967295	4294967295	4294967295	127	
252000	2	3	2520000	2520001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
252100	2	4	2521000	2521001	0	2521002	891009	4294967295	4294967295	4294967295	127	
252200	2	4	2522000	2522001	0	2522002	891010	4294967295	4294967295	4294967295	127	
252300	2	4	2523000	2523001	0	2523002	891011	4294967295	4294967295	4294967295	127	
252400	2	4	2524000	2524001	0	2524002	891012	4294967295	4294967295	4294967295	127	
253000	2	3	2530000	2530001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
253100	2	4	2531000	2531001	0	2531002	890009	4294967295	4294967295	4294967295	127	
253200	2	4	2532000	2532001	0	2532002	890010	4294967295	4294967295	4294967295	127	
253300	2	4	2533000	2533001	0	2533002	890011	4294967295	4294967295	4294967295	127	
253400	2	4	2534000	2534001	0	2534002	890012	4294967295	4294967295	4294967295	127	
260000	2	2	2600000	2600001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
261000	2	3	2610000	2610001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
261100	2	4	2611000	2611001	1	2611002	21011	4294967295	4294967295	4294967295	1	
261200	2	4	2612000	2612001	1	2612002	121111	4294967295	4294967295	4294967295	2	
261300	2	4	2613000	2613001	1	2613002	320911	4294967295	4294967295	4294967295	8	
261400	2	4	2614000	2614001	1	2614002	421211	4294967295	4294967295	4294967295	16	
261500	2	4	2615000	2615001	1	2615002	520251	4294967295	4294967295	4294967295	32	
261600	2	4	2616000	2616001	1	2616002	620241	4294967295	4294967295	4294967295	64	
262000	2	3	2620000	2620001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
262100	2	4	2621000	2621001	1	2621002	99100	4294967295	4294967295	4294967295	1	
262200	2	4	2622000	2622001	1	2622002	99101	4294967295	4294967295	4294967295	2	
262300	2	4	2623000	2623001	1	2623002	99102	4294967295	4294967295	4294967295	4	
262400	2	4	2624000	2624001	1	2624002	99103	4294967295	4294967295	4294967295	8	
262500	2	4	2625000	2625001	1	2625002	99104	4294967295	4294967295	4294967295	16	
262600	2	4	2626000	2626001	1	2626002	99105	4294967295	4294967295	4294967295	32	
262700	2	4	2627000	2627001	1	2627002	99106	4294967295	4294967295	4294967295	64	
263000	2	3	2630000	2630001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
263100	2	4	2631000	2631001	1	2631002	99110	4294967295	4294967295	4294967295	1	
263200	2	4	2632000	2632001	1	2632002	99111	4294967295	4294967295	4294967295	2	
263300	2	4	2633000	2633001	1	2633002	99112	4294967295	4294967295	4294967295	4	
263400	2	4	2634000	2634001	1	2634002	99113	4294967295	4294967295	4294967295	8	
263500	2	4	2635000	2635001	1	2635002	99114	4294967295	4294967295	4294967295	16	
263600	2	4	2636000	2636001	1	2636002	99115	4294967295	4294967295	4294967295	32	
263700	2	4	2637000	2637001	1	2637002	99116	4294967295	4294967295	4294967295	64	
264000	2	3	2640000	2640001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
264100	2	4	2641000	2641001	1	2641002	99120	4294967295	4294967295	4294967295	1	
264200	2	4	2642000	2642001	1	2642002	99121	4294967295	4294967295	4294967295	2	
264300	2	4	2643000	2643001	1	2643002	99122	4294967295	4294967295	4294967295	4	
264400	2	4	2644000	2644001	1	2644002	99123	4294967295	4294967295	4294967295	8	
264500	2	4	2645000	2645001	1	2645002	99124	4294967295	4294967295	4294967295	16	
264600	2	4	2646000	2646001	1	2646002	99125	4294967295	4294967295	4294967295	32	
264700	2	4	2647000	2647001	1	2647002	99126	4294967295	4294967295	4294967295	64	
265000	2	3	2650000	2650001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
265100	2	4	2651000	2651001	1	2651002	99130	4294967295	4294967295	4294967295	1	
265200	2	4	2652000	2652001	1	2652002	99131	4294967295	4294967295	4294967295	2	
265300	2	4	2653000	2653001	1	2653002	99132	4294967295	4294967295	4294967295	4	
265400	2	4	2654000	2654001	1	2654002	99133	4294967295	4294967295	4294967295	8	
265500	2	4	2655000	2655001	1	2655002	99134	4294967295	4294967295	4294967295	16	
265600	2	4	2656000	2656001	1	2656002	99135	4294967295	4294967295	4294967295	32	
265700	2	4	2657000	2657001	1	2657002	99136	4294967295	4294967295	4294967295	64	
266000	2	3	2660000	2660001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
266100	2	4	2661000	2661001	1	2661002	99140	4294967295	4294967295	4294967295	1	
266200	2	4	2662000	2662001	1	2662002	99141	4294967295	4294967295	4294967295	2	
266300	2	4	2663000	2663001	1	2663002	99142	4294967295	4294967295	4294967295	4	
266400	2	4	2664000	2664001	1	2664002	99143	4294967295	4294967295	4294967295	8	
266500	2	4	2665000	2665001	1	2665002	99144	4294967295	4294967295	4294967295	16	
266600	2	4	2666000	2666001	1	2666002	99145	4294967295	4294967295	4294967295	32	
266700	2	4	2667000	2667001	1	2667002	99146	4294967295	4294967295	4294967295	64	
267000	2	3	2670000	2670001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
267100	2	4	2671000	2671001	1	2671002	99150	4294967295	4294967295	4294967295	1	
267200	2	4	2672000	2672001	1	2672002	99151	4294967295	4294967295	4294967295	2	
267300	2	4	2673000	2673001	1	2673002	99152	4294967295	4294967295	4294967295	4	
267400	2	4	2674000	2674001	1	2674002	99153	4294967295	4294967295	4294967295	8	
267500	2	4	2675000	2675001	1	2675002	99154	4294967295	4294967295	4294967295	16	
267600	2	4	2676000	2676001	1	2676002	99155	4294967295	4294967295	4294967295	32	
267700	2	4	2677000	2677001	1	2677002	99156	4294967295	4294967295	4294967295	64	
270000	2	2	2700000	2700001	255	4294967295	4294967295	4294967295	4294967295	4294967295	2097024	
271000	2	3	2710000	2710001	255	4294967295	4294967295	4294967295	4294967295	4294967295	122880	
271100	2	4	2711000	2711001	3	2711002	1330751	4294967295	4294967295	4294967295	8192	
271200	2	4	2712000	2712001	3	2712002	1430761	4294967295	4294967295	4294967295	16384	
271300	2	4	2713000	2713001	3	2713002	1530531	4294967295	4294967295	4294967295	32768	
271400	2	4	2714000	2714001	3	2714002	1630541	4294967295	4294967295	4294967295	65536	
272000	2	3	2720000	2720001	255	4294967295	4294967295	4294967295	4294967295	4294967295	1920	
272100	2	4	2721000	2721001	3	2721002	730831	4294967295	4294967295	4294967295	128	
272200	2	4	2722000	2722001	3	2722002	830841	4294967295	4294967295	4294967295	256	
272300	2	4	2723000	2723001	3	2723002	930531	4294967295	4294967295	4294967295	512	
272400	2	4	2724000	2724001	3	2724002	1030541	4294967295	4294967295	4294967295	1024	
273000	2	3	2730000	2730001	255	4294967295	4294967295	4294967295	4294967295	4294967295	1966080	
273100	2	4	2731000	2731001	3	2731002	1732021	4294967295	4294967295	4294967295	131072	
273200	2	4	2732000	2732001	3	2732002	1832031	4294967295	4294967295	4294967295	262144	
273300	2	4	2733000	2733001	3	2733002	1932021	4294967295	4294967295	4294967295	524288	
273400	2	4	2734000	2734001	3	2734002	2032031	4294967295	4294967295	4294967295	1048576	
280000	2	2	2800000	2800001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
281000	2	3	2810000	2810001	0	2810002	6000013	4294967295	4294967295	4294967295	127	
282000	2	3	2820000	2820001	0	2820002	2990007	4294967295	4294967295	4294967295	127	
300000	5	1	2000000	2000001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
310000	5	2	2100000	2100001	2	2100002	4294967295	19353	4294967295	4294967295	127	
320000	5	2	2200000	2200001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
321000	5	3	2210000	2210001	0	2210002	860005	4294967295	4294967295	4294967295	107	
322000	5	3	2220000	2220001	0	2220002	866005	4294967295	4294967295	4294967295	16	
323000	5	3	2230000	2230001	0	2230002	863005	4294967295	4294967295	4294967295	107	
324000	5	3	2240000	2240001	0	2240002	861005	4294967295	4294967295	4294967295	107	
325000	5	3	2250000	2250001	0	2250002	862005	4294967295	4294967295	4294967295	107	
330000	5	2	2300000	2300001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
331000	5	3	2310000	2310001	255	4294967295	4294967295	4294967295	4294967295	4294967295	24	
331100	5	4	2311000	2311001	0	2311002	868004	4294967295	4294967295	4294967295	8192	
331200	5	4	2312000	2312001	0	2312002	869004	4294967295	4294967295	4294967295	16384	
331300	5	4	2313000	2313001	0	2313002	870004	4294967295	4294967295	4294967295	32768	
331400	5	4	2314000	2314001	0	2314002	871004	4294967295	4294967295	4294967295	65536	
332000	5	3	2320000	2320001	255	4294967295	4294967295	4294967295	4294967295	4294967295	7	
332100	5	4	2321000	2321001	0	2321002	872004	4294967295	4294967295	4294967295	128	
332200	5	4	2322000	2322001	0	2322002	873004	4294967295	4294967295	4294967295	256	
332300	5	4	2323000	2323001	0	2323002	874004	4294967295	4294967295	4294967295	1024	
332400	5	4	2324000	2324001	0	2324002	875004	4294967295	4294967295	4294967295	512	
333000	5	3	2330000	2330001	255	4294967295	4294967295	4294967295	4294967295	4294967295	96	
333100	5	4	2331000	2331001	0	2331002	878004	4294967295	4294967295	4294967295	131072	
333200	5	4	2332000	2332001	0	2332002	879004	4294967295	4294967295	4294967295	262144	
333300	5	4	2333000	2333001	0	2333002	880004	4294967295	4294967295	4294967295	524288	
333400	5	4	2334000	2334001	0	2334002	881004	4294967295	4294967295	4294967295	1048576	
340000	5	2	2400000	2400001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
341000	5	3	2410000	2410001	255	4294967295	4294967295	4294967295	4294967295	4294967295	8	
341100	5	4	2411000	2411001	0	2411002	885013	4294967295	4294967295	4294967295	8	
341200	5	4	2412000	2412001	0	2412002	885014	4294967295	4294967295	4294967295	8	
341300	5	4	2413000	2413001	0	2413002	885015	4294967295	4294967295	4294967295	8	
342000	5	3	2420000	2420001	255	4294967295	4294967295	4294967295	4294967295	4294967295	16	
342100	5	4	2421000	2421001	0	2421002	886013	4294967295	4294967295	4294967295	16	
342200	5	4	2422000	2422001	0	2422002	886014	4294967295	4294967295	4294967295	16	
342300	5	4	2423000	2423001	0	2423002	886015	4294967295	4294967295	4294967295	16	
343000	5	3	2430000	2430001	255	4294967295	4294967295	4294967295	4294967295	4294967295	1	
343100	5	4	2431000	2431001	0	2431002	882013	4294967295	4294967295	4294967295	1	
343200	5	4	2432000	2432001	0	2432002	882014	4294967295	4294967295	4294967295	1	
343300	5	4	2433000	2433001	0	2433002	882015	4294967295	4294967295	4294967295	1	
344000	5	3	2440000	2440001	255	4294967295	4294967295	4294967295	4294967295	4294967295	2	
344100	5	4	2441000	2441001	0	2441002	883013	4294967295	4294967295	4294967295	2	
344200	5	4	2442000	2442001	0	2442002	883014	4294967295	4294967295	4294967295	2	
344300	5	4	2443000	2443001	0	2443002	883015	4294967295	4294967295	4294967295	2	
345000	5	3	2450000	2450001	255	4294967295	4294967295	4294967295	4294967295	4294967295	32	
345100	5	4	2451000	2451001	0	2451002	887013	4294967295	4294967295	4294967295	32	
345200	5	4	2452000	2452001	0	2452002	887014	4294967295	4294967295	4294967295	32	
345300	5	4	2453000	2453001	0	2453002	887015	4294967295	4294967295	4294967295	32	
346000	5	3	2460000	2460001	255	4294967295	4294967295	4294967295	4294967295	4294967295	64	
346100	5	4	2461000	2461001	0	2461002	888013	4294967295	4294967295	4294967295	64	
346200	5	4	2462000	2462001	0	2462002	888014	4294967295	4294967295	4294967295	64	
346300	5	4	2463000	2463001	0	2463002	888015	4294967295	4294967295	4294967295	64	
350000	5	2	2500000	2500001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
351000	5	3	2510000	2510001	0	2510002	889004	4294967295	4294967295	4294967295	127	
352000	5	3	2520000	2520001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
352100	5	4	2521000	2521001	0	2521002	891013	4294967295	4294967295	4294967295	127	
352200	5	4	2522000	2522001	0	2522002	891014	4294967295	4294967295	4294967295	127	
352300	5	4	2523000	2523001	0	2523002	891015	4294967295	4294967295	4294967295	127	
352400	5	4	2524000	2524001	0	2524002	891016	4294967295	4294967295	4294967295	127	
353000	5	3	2530000	2530001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
353100	5	4	2531000	2531001	0	2531002	890013	4294967295	4294967295	4294967295	127	
353200	5	4	2532000	2532001	0	2532002	890014	4294967295	4294967295	4294967295	127	
353300	5	4	2533000	2533001	0	2533002	890015	4294967295	4294967295	4294967295	127	
353400	5	4	2534000	2534001	0	2534002	890016	4294967295	4294967295	4294967295	127	
360000	5	2	2600000	2600001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
361000	5	3	2610000	2610001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
361100	5	4	2611000	2611001	1	2611002	21011	4294967295	4294967295	4294967295	1	
361200	5	4	2612000	2612001	1	2612002	121111	4294967295	4294967295	4294967295	2	
361300	5	4	2613000	2613001	1	2613002	320911	4294967295	4294967295	4294967295	8	
361400	5	4	2614000	2614001	1	2614002	421211	4294967295	4294967295	4294967295	16	
361500	5	4	2615000	2615001	1	2615002	520251	4294967295	4294967295	4294967295	32	
361600	5	4	2616000	2616001	1	2616002	620241	4294967295	4294967295	4294967295	64	
362000	5	3	2620000	2620001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
362100	5	4	2621000	2621001	1	2621002	99100	4294967295	4294967295	4294967295	1	
362200	5	4	2622000	2622001	1	2622002	99101	4294967295	4294967295	4294967295	2	
362300	5	4	2623000	2623001	1	2623002	99102	4294967295	4294967295	4294967295	4	
362400	5	4	2624000	2624001	1	2624002	99103	4294967295	4294967295	4294967295	8	
362500	5	4	2625000	2625001	1	2625002	99104	4294967295	4294967295	4294967295	16	
362600	5	4	2626000	2626001	1	2626002	99105	4294967295	4294967295	4294967295	32	
362700	5	4	2627000	2627001	1	2627002	99106	4294967295	4294967295	4294967295	64	
363000	5	3	2630000	2630001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
363100	5	4	2631000	2631001	1	2631002	99110	4294967295	4294967295	4294967295	1	
363200	5	4	2632000	2632001	1	2632002	99111	4294967295	4294967295	4294967295	2	
363300	5	4	2633000	2633001	1	2633002	99112	4294967295	4294967295	4294967295	4	
363400	5	4	2634000	2634001	1	2634002	99113	4294967295	4294967295	4294967295	8	
363500	5	4	2635000	2635001	1	2635002	99114	4294967295	4294967295	4294967295	16	
363600	5	4	2636000	2636001	1	2636002	99115	4294967295	4294967295	4294967295	32	
363700	5	4	2637000	2637001	1	2637002	99116	4294967295	4294967295	4294967295	64	
364000	5	3	2640000	2640001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
364100	5	4	2641000	2641001	1	2641002	99120	4294967295	4294967295	4294967295	1	
364200	5	4	2642000	2642001	1	2642002	99121	4294967295	4294967295	4294967295	2	
364300	5	4	2643000	2643001	1	2643002	99122	4294967295	4294967295	4294967295	4	
364400	5	4	2644000	2644001	1	2644002	99123	4294967295	4294967295	4294967295	8	
364500	5	4	2645000	2645001	1	2645002	99124	4294967295	4294967295	4294967295	16	
364600	5	4	2646000	2646001	1	2646002	99125	4294967295	4294967295	4294967295	32	
364700	5	4	2647000	2647001	1	2647002	99126	4294967295	4294967295	4294967295	64	
365000	5	3	2650000	2650001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
365100	5	4	2651000	2651001	1	2651002	99130	4294967295	4294967295	4294967295	1	
365200	5	4	2652000	2652001	1	2652002	99131	4294967295	4294967295	4294967295	2	
365300	5	4	2653000	2653001	1	2653002	99132	4294967295	4294967295	4294967295	4	
365400	5	4	2654000	2654001	1	2654002	99133	4294967295	4294967295	4294967295	8	
365500	5	4	2655000	2655001	1	2655002	99134	4294967295	4294967295	4294967295	16	
365600	5	4	2656000	2656001	1	2656002	99135	4294967295	4294967295	4294967295	32	
365700	5	4	2657000	2657001	1	2657002	99136	4294967295	4294967295	4294967295	64	
366000	5	3	2660000	2660001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
366100	5	4	2661000	2661001	1	2661002	99140	4294967295	4294967295	4294967295	1	
366200	5	4	2662000	2662001	1	2662002	99141	4294967295	4294967295	4294967295	2	
366300	5	4	2663000	2663001	1	2663002	99142	4294967295	4294967295	4294967295	4	
366400	5	4	2664000	2664001	1	2664002	99143	4294967295	4294967295	4294967295	8	
366500	5	4	2665000	2665001	1	2665002	99144	4294967295	4294967295	4294967295	16	
366600	5	4	2666000	2666001	1	2666002	99145	4294967295	4294967295	4294967295	32	
366700	5	4	2667000	2667001	1	2667002	99146	4294967295	4294967295	4294967295	64	
367000	5	3	2670000	2670001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
367100	5	4	2671000	2671001	1	2671002	99150	4294967295	4294967295	4294967295	1	
367200	5	4	2672000	2672001	1	2672002	99151	4294967295	4294967295	4294967295	2	
367300	5	4	2673000	2673001	1	2673002	99152	4294967295	4294967295	4294967295	4	
367400	5	4	2674000	2674001	1	2674002	99153	4294967295	4294967295	4294967295	8	
367500	5	4	2675000	2675001	1	2675002	99154	4294967295	4294967295	4294967295	16	
367600	5	4	2676000	2676001	1	2676002	99155	4294967295	4294967295	4294967295	32	
367700	5	4	2677000	2677001	1	2677002	99156	4294967295	4294967295	4294967295	64	
370000	5	2	2700000	2700001	255	4294967295	4294967295	4294967295	4294967295	4294967295	2097024	
371000	5	3	2710000	2710001	255	4294967295	4294967295	4294967295	4294967295	4294967295	122880	
371100	5	4	2711000	2711001	3	2711002	1330751	4294967295	4294967295	4294967295	8192	
371200	5	4	2712000	2712001	3	2712002	1430761	4294967295	4294967295	4294967295	16384	
371300	5	4	2713000	2713001	3	2713002	1530531	4294967295	4294967295	4294967295	32768	
371400	5	4	2714000	2714001	3	2714002	1630541	4294967295	4294967295	4294967295	65536	
372000	5	3	2720000	2720001	255	4294967295	4294967295	4294967295	4294967295	4294967295	1920	
372100	5	4	2721000	2721001	3	2721002	730831	4294967295	4294967295	4294967295	128	
372200	5	4	2722000	2722001	3	2722002	830841	4294967295	4294967295	4294967295	256	
372300	5	4	2723000	2723001	3	2723002	930531	4294967295	4294967295	4294967295	512	
372400	5	4	2724000	2724001	3	2724002	1030541	4294967295	4294967295	4294967295	1024	
373000	5	3	2730000	2730001	255	4294967295	4294967295	4294967295	4294967295	4294967295	1966080	
373100	5	4	2731000	2731001	3	2731002	1732021	4294967295	4294967295	4294967295	131072	
373200	5	4	2732000	2732001	3	2732002	1832031	4294967295	4294967295	4294967295	262144	
373300	5	4	2733000	2733001	3	2733002	1932021	4294967295	4294967295	4294967295	524288	
373400	5	4	2734000	2734001	3	2734002	2032031	4294967295	4294967295	4294967295	1048576	
380000	5	2	2800000	2800001	255	4294967295	4294967295	4294967295	4294967295	4294967295	127	
381000	5	3	2810000	2810001	0	2810002	6000013	4294967295	4294967295	4294967295	127	
382000	5	3	2820000	2820001	0	2820002	111140102	4294967295	4294967295	4294967295	127	
