11170285	V_12A_05	0	14	1	70	1	
11170286	V_12A_06	0	14	1	70	1	
11170287	V_12A_07	0	14	1	70	1	
11170288	V_12A_08	0	14	1	70	1	
11170289	V_12A_09	0	14	1	70	1	
11170290	V_12A_10	0	14	1	70	1	
11170291	V_12A_11	0	14	1	70	1	
11170292	V_12A_12	0	14	1	70	1	
11170293	V_BIK_29	1	14	0	70	1	
11170294	V_BIK_30	1	14	0	70	1	
11170295	V_BIK_31	1	14	0	70	1	
11170296	V_BIK_32	1	14	0	70	1	
11170297	V_CAR_17	0	14	1	70	1	
11170298	V_CAR_18	0	14	1	70	1	
11170299	V_CAR_19	0	14	1	70	1	
11170300	V_CAR_20	0	14	1	70	1	
